title,provide_salary,company_type,company_size,company_ind,attribute
大数据开发工程师,1.2-1.5万/月,民营公司,50-150人,计算机服务(系统、数据服务、维修),"['长沙-岳麓区', '3-4年经验', '本科', '招1人']"
大数据底层平台开发工程师,1.5-3万/月,国企,500-1000人,计算机软件,"['南京', '3-4年经验', '本科', '招若干人']"
大数据高级开发工程师,1.5-2.5万/月,上市公司,50-150人,计算机软件,"['深圳-南山区', '5-7年经验', '本科', '招1人']"
大数据治理架构师(平台类),2-4万/月,民营公司,1000-5000人,计算机软件,"['济南-高新区', '5-7年经验', '本科', '招若干人']"
大数据开发工程师,0.8-1.5万/月,民营公司,500-1000人,电子技术/半导体/集成电路,"['异地招聘', '2年经验', '本科', '招1人']"
大数据开发工程师,1.3-1.9万/月,民营公司,150-500人,计算机软件,"['广州', '3-4年经验', '大专', '招1人']"
大数据工程师,0.8-1万/月,上市公司,500-1000人,电子技术/半导体/集成电路,"['西安', '2年经验', '硕士', '招3人']"
大数据开发工程师,1.2-2.4万/月,民营公司,50-150人,计算机软件,"['无锡', '3-4年经验', '本科', '招1人']"
大数据开发工程师,1.5-2万/月,外资（欧美）,50-150人,计算机软件,"['上海-浦东新区', '3-4年经验', '本科', '招2人']"
大数据开发工程师,0.8-1.2万/月,外资（非欧美）,150-500人,法律,"['北京-朝阳区', '2年经验', '本科', '招2人']"
大数据/算法工程师,1.5-2.2万/月,国企,150-500人,计算机软件,"['广州', '3-4年经验', '本科', '招1人']"
大数据开发助理（欢迎应届生）,6-8千/月,民营公司,50-150人,广告,"['北京-朝阳区', '无需经验', '大专', '招3人']"
大数据开发工程师,0.9-1.3万/月,民营公司,1000-5000人,美容/保健,"['广州-天河区', '2年经验', '本科', '招1人']"
大数据开发工程师,0.9-1.4万/月,上市公司,500-1000人,通信/电信/网络设备,"['无锡', '3-4年经验', '本科', '招1人']"
大数据开发工程师,1.5-2.5万/月,上市公司,500-1000人,计算机软件,"['杭州-西湖区', '3-4年经验', '本科', '招1人']"
Python开发工程师（大数据方向）,1.5-2.5万/月,合资,1000-5000人,互联网/电子商务,"['深圳-南山区', '3-4年经验', '本科', '招1人']"
大数据工程师,1-3万/月,民营公司,150-500人,汽车,"['南京-栖霞区', '2年经验', '本科', '招2人']"
大数据架构工程师,,民营公司,1000-5000人,互联网/电子商务,"['上海', '1年经验', '本科', '招若干人']"
大数据开发工程师,0.8-2.2万/月,民营公司,50-150人,计算机服务(系统、数据服务、维修),"['深圳-南山区', '2年经验', '大专', '招3人']"
大数据开发工程师,1-2万/月,民营公司,50-150人,计算机软件,"['异地招聘', '2年经验', '大专', '招3人']"
大数据开发工程师,1-1.5万/月,民营公司,1000-5000人,制药/生物工程,"['上海-徐汇区', '3-4年经验', '本科', '招1人']"
资深大数据开发工程师,1.8-2.5万/月,民营公司,1000-5000人,互联网/电子商务,"['上海-普陀区', '3-4年经验', '大专', '招1人']"
大数据平台架构师 (MJ000057),2-4万/月,上市公司,5000-10000人,仪器仪表/工业自动化,"['杭州-滨江区', '5-7年经验', '本科', '招1人']"
大数据开发工程师,1.5-3万/月,上市公司,1000-5000人,计算机软件,"['北京-海淀区', '5-7年经验', '本科', '招2人']"
大数据高级开发工程师/架构师（智慧城市物联网中心）,0.8-1.5万/月,非营利组织,150-500人,计算机软件,"['广州-南沙区', '2年经验', '本科', '招若干人']"
大数据开发工程师（08）,1.5-2万/月,上市公司,1000-5000人,计算机软件,"['上海-浦东新区', '3-4年经验', '本科', '招1人']"
大数据开发工程师,1-1.5万/月,民营公司,150-500人,计算机软件,"['上海-浦东新区', '3-4年经验', '大专', '招2人']"
大数据工程师,1.8-2.5万/月,民营公司,150-500人,互联网/电子商务,"['广州-白云区', '5-7年经验', '本科', '招若干人']"
大数据架构师,4-5万/月,外资（非欧美）,50-150人,计算机软件,"['上海-黄浦区', '5-7年经验', '本科', '招1人']"
大数据高级架构师（成都）,1.2-2.2万/月,国企,150-500人,计算机软件,"['异地招聘', '5-7年经验', '本科', '招1人']"
大数据开发工程师,5-8千/月,民营公司,50-150人,计算机软件,"['异地招聘', '1年经验', '本科', '招1人']"
大数据开发工程师,1.5-2.5万/月,民营公司,150-500人,互联网/电子商务,"['广州-天河区', '3-4年经验', '本科', '招10人']"
大数据开发工程师,1.5-2.5万/月,创业公司,50-150人,计算机硬件,"['上海-浦东新区', '1年经验', '本科', '招若干人']"
大数据开发助理（双休+包住）,0.8-1万/月,合资,50-150人,计算机软件,"['深圳-宝安区', '无需经验', '本科', '招2人']"
大数据工程师,0.8-1.6万/月,外资（欧美）,少于50人,计算机软件,"['上海-浦东新区', '3-4年经验', '本科', '招1人']"
大数据开发工程师,2-2.5万/月,民营公司,150-500人,快速消费品(食品、饮料、化妆品),"['北京-昌平区', '2年经验', '大专', '招3人']"
大数据开发工程师,1.6-2.2万/月,民营公司,少于50人,计算机软件,"['异地招聘', '3-4年经验', '本科', '招3人']"
大数据工程师,2-3万/月,创业公司,少于50人,互联网/电子商务,"['广州-天河区', '3-4年经验', '本科', '招1人']"
大数据开发工程师,1-2万/月,上市公司,150-500人,计算机软件,"['武汉-洪山区', '2年经验', '本科', '招5人']"
大数据开发工程师,1-2万/月,上市公司,150-500人,计算机软件,"['武汉', '2年经验', '本科', '招5人']"
大数据开发工程师,1.5-3万/月,民营公司,150-500人,计算机软件,"['苏州', '2年经验', '本科', '招1人']"
大数据开发工程师,1.2-2万/月,民营公司,1000-5000人,教育/培训/院校,"['南京-雨花台区', '3-4年经验', '本科', '招1人']"
大数据开发工程师,0.7-1.2万/月,民营公司,1000-5000人,计算机软件,"['济南-槐荫区', '2年经验', '本科', '招2人']"
大数据挖掘工程师（急聘）,2-2.5万/月,民营公司,150-500人,建筑/建材/工程,"['长沙-岳麓区', '3-4年经验', '本科', '招1人']"
大数据工程师 Data engineer,0.8-1.6万/月,民营公司,50-150人,制药/生物工程,"['上海-浦东新区', '2年经验', '本科', '招若干人']"
大数据开发工程师,1.1-1.6万/月,民营公司,150-500人,计算机软件,"['长沙-岳麓区', '3-4年经验', '本科', '招2人']"
大数据开发工程师,2-2.5万/月,民营公司,150-500人,计算机软件,"['南京-江宁区', '3-4年经验', '本科', '招4人']"
大数据工程师,1.5-2万/月,国企,10000人以上,快速消费品(食品、饮料、化妆品),"['成都-高新区', '5-7年经验', '本科', '招3人']"
高级大数据研发工程师,2-2.5万/月,民营公司,50-150人,互联网/电子商务,"['上海-浦东新区', '3-4年经验', '本科', '招1人']"
通信大数据研究员,6-8千/月,事业单位,150-500人,通信/电信/网络设备,"['重庆', '2年经验', '本科', '招1人']"
高级大数据开发工程师,2-4万/月,民营公司,10000人以上,通信/电信/网络设备,"['深圳-南山区', '3-4年经验', '本科', '招若干人']"
大数据开发工程师,1-1.5万/月,民营公司,150-500人,计算机软件,"['北京-海淀区', '3-4年经验', '招2人']"
开发工程师（大数据）,1-1.5万/月,国企,少于50人,计算机软件,"['武汉-江岸区', '3-4年经验', '本科', '招若干人']"
大数据开发工程师,1-1.5万/月,国企,1000-5000人,建筑/建材/工程,"['杭州-西湖区', '1年经验', '本科', '招1人']"
高级大数据工程师,2-2.5万/月,国企,150-500人,计算机软件,"['广州-海珠区', '3-4年经验', '本科', '招1人']"
大数据研发工程师（征信公司）,0.8-1.4万/月,国企,50-150人,金融/投资/证券,"['南昌-红谷滩新区', '3-4年经验', '本科', '招2人']"
大数据架构师,2-4万/月,合资,150-500人,计算机软件,"['上海-浦东新区', '5-7年经验', '本科', '招若干人']"
软件开发工程师/大数据工程师（南洋宏优）,0.8-1.2万/月,国企,500-1000人,计算机服务(系统、数据服务、维修),"['上海-徐汇区', '3-4年经验', '本科', '招若干人']"
大数据软件架构师（上海）,2.5-3万/月,合资,50-150人,计算机软件,"['上海', '3-4年经验', '本科', '招1人']"
大数据开发工程师,1-1.2万/月,民营公司,150-500人,环保,"['杭州-江干区', '1年经验', '本科', '招1人']"
大数据系统研发工程师,1.5-2.5万/月,民营公司,50-150人,计算机软件,"['南京-雨花台区', '1年经验', '本科', '招2人']"
大数据工程师,2-4万/月,民营公司,150-500人,通信/电信/网络设备,"['深圳-南山区', '5-7年经验', '本科', '招1人']"
生物大数据应用主管(J17118),1.3-2万/月,民营公司,500-1000人,非营利组织,"['深圳-大鹏新区', '5-7年经验', '本科', '招1人']"
大数据开发工程师,1.5-2.5万/月,民营公司,150-500人,网络游戏,"['广州-天河区', '5-7年经验', '本科', '招1人']"
大数据开发工程师,0.7-1.4万/月,上市公司,1000-5000人,银行,"['成都-锦江区', '1年经验', '本科', '招3人']"
大数据工程师,1.5-3万/月,国企,500-1000人,金融/投资/证券,"['杭州-西湖区', '3-4年经验', '本科', '招5人']"
数据架构师（大数据）,20-30万/年,上市公司,500-1000人,多元化业务集团公司,"['无锡', '5-7年经验', '本科', '招若干人']"
大数据开发工程师-北京-00095,1.2-1.7万/月,民营公司,50-150人,计算机软件,"['北京', '3-4年经验', '大专', '招10人']"
大数据算法工程师,2.5-4万/月,合资,150-500人,专业服务(咨询、人力资源、财会),"['上海-徐汇区', '3-4年经验', '硕士', '招1人']"
大数据Java工程师(J10306),1-1.8万/月,民营公司,500-1000人,计算机服务(系统、数据服务、维修),"['成都-高新区', '3-4年经验', '本科', '招3人']"
大数据事业部总监,2-5万/月,民营公司,50-150人,计算机软件,"['南京-浦口区', '10年以上经验', '本科', '招1人']"
大数据工程师,0.7-1.2万/月,民营公司,少于50人,计算机软件,"['郑州', '3-4年经验', '大专', '招1人']"
大数据开发工程师,1.5-2.5万/月,民营公司,1000-5000人,互联网/电子商务,"['广州-天河区', '5-7年经验', '本科', '招1人']"
高级JAVA软件工程师（大数据应用）,23-28万/年,国企,150-500人,影视/媒体/艺术/文化传播,"['武汉-武昌区', '3-4年经验', '本科', '招1人']"
大数据管理,1-1.5万/月,民营公司,10000人以上,石油/化工/矿产/地质,"['滨州', '1年经验', '本科', '招3人']"
大数据开发工程师,1.5-2万/月,合资,500-1000人,电子技术/半导体/集成电路,"['广州-黄埔区', '3-4年经验', '硕士', '招1人']"
大数据开发工程师,1.5-2.5万/月,民营公司,1000-5000人,计算机软件,"['异地招聘', '5-7年经验', '本科', '招1人']"
大数据开发工程师,0.7-1.2万/月,民营公司,150-500人,电子技术/半导体/集成电路,"['长沙-岳麓区', '2年经验', '本科', '招1人']"
大数据师知识图谱工程师,1.2-2万/月,民营公司,少于50人,计算机软件,"['东营', '3-4年经验', '本科', '招2人']"
大数据开发工程师,15-25万/年,国企,150-500人,仪器仪表/工业自动化,"['上海-徐汇区', '5-7年经验', '本科', '招2人']"
大数据建模工程师,2-2.5万/月,民营公司,150-500人,互联网/电子商务,"['异地招聘', '1年经验', '硕士', '招2人']"
大数据开发工程师,1.3-2.2万/月,上市公司,1000-5000人,电子技术/半导体/集成电路,"['深圳-光明新区', '3-4年经验', '本科', '招3人']"
大数据数仓开发（中级）,0.8-1.3万/月,民营公司,50-150人,计算机软件,"['无锡-无锡新区', '3-4年经验', '本科', '招2人']"
大数据研发工程师,3-4万/月,国企,500-1000人,互联网/电子商务,"['北京-东城区', '3-4年经验', '本科', '招1人']"
大数据开发工程师,1.1-2.5万/月,民营公司,50-150人,计算机软件,"['武汉-汉阳区', '3-4年经验', '本科', '招1人']"
大数据挖掘工程师,1.5-2万/月,上市公司,,交通/运输/物流,"['深圳-福田区', '3-4年经验', '本科', '招1人']"
大数据开发工程师,1-1.5万/月,民营公司,50-150人,计算机软件,"['上海-徐汇区', '3-4年经验', '本科', '招1人']"
大数据开发工程师,1.2-2万/月,民营公司,150-500人,计算机硬件,"['杭州', '5-7年经验', '本科', '招若干人']"
大数据算法工程师,1.3-2.3万/月,民营公司,50-150人,通信/电信/网络设备,"['武汉', '2年经验', '本科', '招若干人']"
大数据高级开发工程师,2.5-3.5万/月,外资（非欧美）,1000-5000人,互联网/电子商务,"['深圳-南山区', '5-7年经验', '本科', '招1人']"
大数据开发工程师,1-2万/月,民营公司,少于50人,计算机软件,"['重庆-九龙坡区', '2年经验', '本科', '招1人']"
大数据开发工程师,15-20万/年,国企,50-150人,环保,"['武汉-洪山区', '2年经验', '本科', '招2人']"
大数据开发,0.8-1.4万/月,民营公司,1000-5000人,计算机服务(系统、数据服务、维修),"['合肥-高新区', '2年经验', '大专', '招若干人']"
大数据开发工程师,1-2万/月,民营公司,5000-10000人,快速消费品(食品、饮料、化妆品),"['上海-闵行区', '3-4年经验', '本科', '招1人']"
大数据开发工程师--智能部,1.5-2.5万/月,民营公司,150-500人,计算机服务(系统、数据服务、维修),"['广州-天河区', '3-4年经验', '本科', '招2人']"
大数据开发工程师,1-2万/月,国企,500-1000人,计算机软件,"['南京', '3-4年经验', '本科', '招若干人']"
大数据开发工程师,1.7-3万/月,民营公司,150-500人,计算机软件,"['厦门', '5-7年经验', '本科', '招2人']"
大数据架构师,2-3万/月,上市公司,1000-5000人,通信/电信/网络设备,"['深圳-南山区', '8-9年经验', '本科', '招1人']"
大数据开发工程师,1-1.5万/月,民营公司,500-1000人,计算机软件,"['深圳-福田区', '2年经验', '本科', '招若干人']"
大数据开发工程师,1-1.5万/月,上市公司,150-500人,仪器仪表/工业自动化,"['济南-高新区', '8-9年经验', '本科', '招1人']"
大数据工程师（数据仓库方向）,1-1.5万/月,民营公司,150-500人,计算机软件,"['广州', '3-4年经验', '本科', '招3人']"
大数据研发工程师,0.8-1万/月,民营公司,150-500人,教育/培训/院校,"['青岛', '3-4年经验', '本科', '招30人']"
大数据建模工程师,2-3.5万/月,民营公司,150-500人,计算机服务(系统、数据服务、维修),"['深圳-光明新区', '5-7年经验', '本科', '招1人']"
大数据开发工程师,1.3-1.8万/月,民营公司,150-500人,计算机软件,"['宁波-江北区', '3-4年经验', '本科', '招2人']"
大数据开发工程师,1.5-3万/月,民营公司,150-500人,互联网/电子商务,"['上海-闵行区', '3-4年经验', '本科', '招若干人']"
大数据开发工程师,6-8千/月,民营公司,少于50人,计算机软件,"['南京', '无需经验', '大专', '招1人']"
大数据开发工程师,1-2万/月,民营公司,150-500人,互联网/电子商务,"['武汉-洪山区', '3-4年经验', '本科', '招1人']"
大数据架构师(J10177),2-2.5万/月,上市公司,500-1000人,计算机软件,"['上海', '5-7年经验', '大专', '招1人']"
大数据架构师,1.5-3万/月,国企,150-500人,计算机软件,"['北京-石景山区', '10年以上经验', '硕士', '招2人']"
大数据架构师,1.5-3万/月,民营公司,500-1000人,计算机软件,"['广州', '5-7年经验', '大专', '招若干人']"
大数据开发工程师,1.5-2.5万/月,国企,150-500人,计算机软件,"['广州-天河区', '3-4年经验', '本科', '招1人']"
大数据开发工程师,1.2-2万/月,民营公司,50-150人,互联网/电子商务,"['深圳-南山区', '3-4年经验', '本科', '招2人']"
高级大数据开发工程师,1.5-2.5万/月,合资,50-150人,计算机服务(系统、数据服务、维修),"['成都', '5-7年经验', '大专', '招若干人']"
大数据开发工程师,1.2-2万/月,国企,5000-10000人,学术/科研,"['成都', '3-4年经验', '本科', '招1人']"
大数据开发工程师,1.3-2万/月,民营公司,150-500人,计算机软件,"['南京-雨花台区', '3-4年经验', '本科', '招1人']"
BigData/大数据工程师/架构师,1.5-2万/月,外资（非欧美）,10000人以上,机械/设备/重工,"['上海-松江区', '1年经验', '大专', '招3人']"
大数据开发工程师,1.6-2.5万/月,民营公司,50-150人,计算机软件,"['南京-玄武区', '5-7年经验', '本科', '招1人']"
系统架构师（大数据）,4-5万/月,创业公司,150-500人,互联网/电子商务,"['北京-朝阳区', '5-7年经验', '本科', '招1人']"
大数据开发工程师,2.5-3万/月,民营公司,50-150人,医疗设备/器械,"['上海-浦东新区', '3-4年经验', '本科', '招1人']"
大数据人工智能远程讲座,2000元/天,民营公司,少于50人,计算机软件,"['上海-虹口区', '3-4年经验', '硕士', '招若干人']"
大数据开发工程师,1.5-2万/月,民营公司,150-500人,新能源,"['深圳-南山区', '2年经验', '本科', '招2人']"
大数据开发工程师,0.7-1.5万/月,民营公司,50-150人,计算机软件,"['福州-闽侯县', '2年经验', '本科', '招若干人']"
大数据开发工程师,1.5-2.5万/月,民营公司,5000-10000人,计算机软件,"['珠海-横琴新区', '5-7年经验', '本科', '招5人']"
大数据开发工程师,2-4万/月,民营公司,500-1000人,金融/投资/证券,"['武汉-武昌区', '8-9年经验', '硕士', '招3人']"
大数据开发工程师,0.9-1.6万/月,民营公司,50-150人,计算机服务(系统、数据服务、维修),"['无锡', '2年经验', '本科', '招2人']"
大数据开发（java）,1-1.5万/月,合资,1000-5000人,计算机软件,"['广州-天河区', '2年经验', '本科', '招1人']"
大数据架构师,5-7万/月,民营公司,150-500人,计算机软件,"['上海-黄浦区', '5-7年经验', '本科', '招若干人']"
大数据开发工程师,1.5-3万/月,上市公司,1000-5000人,互联网/电子商务,"['异地招聘', '3-4年经验', '本科', '招1人']"
大数据工程师,1-2.5万/月,民营公司,50-150人,计算机服务(系统、数据服务、维修),"['广州-越秀区', '3-4年经验', '大专', '招3人']"
大数据分析工程师,0.8-1万/月,上市公司,150-500人,计算机软件,"['广州-天河区', '3-4年经验', '大专', '招1人']"
大数据开发工程师,30-50万/年,民营公司,150-500人,计算机软件,"['武汉-洪山区', '8-9年经验', '本科', '招3人']"
大数据开发工程师,1-1.5万/月,民营公司,500-1000人,通信/电信/网络设备,"['郑州-金水区', '3-4年经验', '本科', '招4人']"
大数据开发工程师,2-2.5万/月,合资,少于50人,互联网/电子商务,"['苏州-工业园区', '3-4年经验', '本科', '招2人']"
大数据开发工程师,1.3-2万/月,合资,150-500人,计算机软件,"['成都', '5-7年经验', '本科', '招若干人']"
大数据开发工程师,1-1.5万/月,民营公司,50-150人,计算机软件,"['杭州-拱墅区', '3-4年经验', '本科', '招若干人']"
大数据经理,1.5-2.5万/月,合资,150-500人,互联网/电子商务,"['广州-天河区', '3-4年经验', '本科', '招若干人']"
大数据开发工程师,6-8千/月,民营公司,少于50人,通信/电信/网络设备,"['成都-武侯区', '1年经验', '大专', '招若干人']"
大数据开发工程师,1.2-2.5万/月,外资（非欧美）,50-150人,计算机硬件,"['广州-南沙区', '3-4年经验', '本科', '招1人']"
大数据研发工程师,1.5-3万/月,国企,500-1000人,影视/媒体/艺术/文化传播,"['广州-越秀区', '3-4年经验', '本科', '招1人']"
大数据开发工程师,1.5-3万/月,民营公司,50-150人,互联网/电子商务,"['深圳-南山区', '5-7年经验', '本科', '招若干人']"
大数据开发-急招（FineBI相关）,5-7千/月,创业公司,少于50人,计算机软件,"['南宁', '2年经验', '大专', '招1人']"
高级大数据工程师,1.5-3万/月,民营公司,10000人以上,批发/零售,"['深圳', '5-7年经验', '本科', '招1人']"
大数据开发工程师,1.5-3万/月,上市公司,1000-5000人,金融/投资/证券,"['上海-青浦区', '3-4年经验', '本科', '招2人']"
大数据平台架构师(J11779),,上市公司,1000-5000人,金融/投资/证券,"['南京', '2年经验', '本科', '招若干人']"
大数据开发工程师,2-2.5万/月,国企,500-1000人,计算机软件,"['杭州-西湖区', '5-7年经验', '本科', '招若干人']"
大数据开发工程师,0.7-1.1万/月,上市公司,1000-5000人,计算机软件,"['北京-西城区', '1年经验', '大专', '招2人']"
大数据开发工程师,1.5-3万/月,民营公司,50-150人,计算机软件,"['广州-白云区', '3-4年经验', '本科', '招2人']"
大数据开发工程师,0.8-1.3万/月,民营公司,150-500人,计算机软件,"['珠海', '2年经验', '大专', '招2人']"
大数据开发工程师,1-1.3万/月,民营公司,150-500人,计算机软件,"['异地招聘', '3-4年经验', '大专', '招1人']"
大数据架构师,3-5万/月,民营公司,150-500人,互联网/电子商务,"['广州', '5-7年经验', '本科', '招若干人']"
大数据开发工程师,1.2-2.5万/月,民营公司,50-150人,计算机服务(系统、数据服务、维修),"['上海', '3-4年经验', '本科', '招5人']"
大数据工程师,0.8-1万/月,民营公司,50-150人,计算机软件,"['上海-宝山区', '2年经验', '本科', '招若干人']"
大数据开发(J10366),1.5-2.5万/月,民营公司,150-500人,计算机服务(系统、数据服务、维修),"['异地招聘', '3-4年经验', '大专', '招1人']"
大数据开发工程师,2-3万/月,民营公司,50-150人,计算机服务(系统、数据服务、维修),"['深圳-南山区', '5-7年经验', '本科', '招1人']"
java大数据开发工程师,1.5-1.8万/月,合资,150-500人,计算机服务(系统、数据服务、维修),"['北京', '1年经验', '大专', '招3人']"
大数据工程师,1-2万/月,民营公司,50-150人,计算机软件,"['成都', '1年经验', '本科', '招2人']"
高级大数据工程师,1.5-2.5万/月,民营公司,50-150人,专业服务(咨询、人力资源、财会),"['武汉-东湖新技术产业开发区', '2年经验', '本科', '招1人']"
大数据开发工程师,1.5-2.5万/月,国企,150-500人,计算机软件,"['广州-天河区', '3-4年经验', '本科', '招1人']"
大数据开发 (MJ000995),1.5-2万/月,民营公司,10000人以上,外包服务,"['上海-浦东新区', '3-4年经验', '大专', '招2人']"
高级大数据工程师,1-1.5万/月,国企,1000-5000人,机械/设备/重工,"['郑州-经开区', '3-4年经验', '本科', '招2人']"
大数据实施项目经理,6-8千/月,民营公司,50-150人,计算机软件,"['广州-天河区', '2年经验', '本科', '招1人']"
大数据挖掘工程师（急聘）,2-2.5万/月,民营公司,150-500人,建筑/建材/工程,"['长沙-岳麓区', '3-4年经验', '本科', '招1人']"
大数据架构师,3-4万/月,国企,150-500人,金融/投资/证券,"['杭州-下城区', '5-7年经验', '本科', '招1人']"
大数据工程师 Data engineer,0.8-1.6万/月,民营公司,50-150人,制药/生物工程,"['上海-浦东新区', '2年经验', '本科', '招若干人']"
大数据开发工程师,10-15万/年,民营公司,少于50人,计算机软件,"['西安-雁塔区', '3-4年经验', '本科', '招1人']"
大数据架构师(J10177),2-2.5万/月,上市公司,500-1000人,计算机软件,"['上海', '5-7年经验', '大专', '招1人']"
流式大数据处理研发工程师,1-1.2万/月,国企,500-1000人,电子技术/半导体/集成电路,"['成都-锦江区', '2年经验', '本科', '招5人']"
大数据开发工程师,0.8-1.3万/月,民营公司,1000-5000人,快速消费品(食品、饮料、化妆品),"['广州-天河区', '3-4年经验', '大专', '招1人']"
大数据开发工程师VUE,1.5-2.5万/月,上市公司,1000-5000人,计算机软件,"['上海-杨浦区', '5-7年经验', '本科', '招5人']"
高级JAVA开发工程师（大数据方向）,1.8-2.5万/月,合资,500-1000人,教育/培训/院校,"['深圳-南山区', '5-7年经验', '本科', '招2人']"
大数据研发工程师,0.6-1.5万/月,国企,500-1000人,通信/电信/网络设备,"['武汉-东湖新技术产业开发区', '2年经验', '本科', '招若干人']"
高级大数据开发工程师-上海-00542,1.5-2.5万/月,民营公司,150-500人,互联网/电子商务,"['上海', '5-7年经验', '本科', '招1人']"
集团总部大数据应用主管,1.5-2万/月,民营公司,5000-10000人,生活服务,"['成都-武侯区', '5-7年经验', '本科', '招若干人']"
大数据与人工智能算法工程师,1.2-2万/月,上市公司,150-500人,计算机软件,"['北京-海淀区', '3-4年经验', '本科', '招1人']"
大数据开发工程师,1.5-3万/月,民营公司,50-150人,计算机软件,"['上海-徐汇区', '3-4年经验', '本科', '招1人']"
大数据开发工程师,1.1-2万/月,民营公司,1000-5000人,教育/培训/院校,"['广州-越秀区', '3-4年经验', '大专', '招3人']"
DBA 高级工程师（大数据方向）,1.3-3万/月,民营公司,50-150人,影视/媒体/艺术/文化传播,"['上海-普陀区', '3-4年经验', '本科', '招1人']"
大数据开发工程师/高级工程师,0.8-1.4万/月,外资（欧美）,10000人以上,电子技术/半导体/集成电路,"['昆山', '2年经验', '大专', '招1人']"
风电大数据资深专家,2-4万/月,国企,1000-5000人,机械/设备/重工,"['杭州-西湖区', '10年以上经验', '本科', '招1人']"
大数据开发工程师,0.6-1.5万/月,民营公司,150-500人,贸易/进出口,"['上海-浦东新区', '2年经验', '本科', '招1人']"
大数据工程师（重庆）(J14441),0.8-1.5万/月,民营公司,10000人以上,金融/投资/证券,"['重庆-渝北区', '3-4年经验', '本科', '招1人']"
大数据开发工程师助理,6-8千/月,民营公司,50-150人,计算机软件,"['郑州-金水区', '无需经验', '大专', '招2人']"
大数据开发工程师,2-3万/月,民营公司,150-500人,网络游戏,"['广州-天河区', '3-4年经验', '本科', '招1人']"
大数据开发工程师-上海-00710,2-2.5万/月,外资（欧美）,1000-5000人,计算机服务(系统、数据服务、维修),"['上海-浦东新区', '8-9年经验', '本科', '招1人']"
大数据研发工程师,4.5-6千/月,民营公司,50-150人,互联网/电子商务,"['成都-武侯区', '无需经验', '大专', '招1人']"
大数据架构师,1-2万/月,外资（非欧美）,1000-5000人,贸易/进出口,"['深圳-南山区', '5-7年经验', '本科', '招若干人']"
大数据架构师,2-3万/月,民营公司,150-500人,金融/投资/证券,"['合肥-高新区', '3-4年经验', '本科', '招1人']"
大数据开发工程师,1.5-2.5万/月,上市公司,150-500人,计算机软件,"['广州-黄埔区', '3-4年经验', '本科', '招若干人']"
大数据开发+双休,6-8千/月,民营公司,150-500人,影视/媒体/艺术/文化传播,"['青岛-市北区', '无需经验', '大专', '招3人']"
大数据BI高级开发工程师04,2.5-3.5万/月,民营公司,150-500人,快速消费品(食品、饮料、化妆品),"['上海-徐汇区', '3-4年经验', '本科', '招若干人']"
大数据开发工程师,1.5-3万/月,民营公司,150-500人,互联网/电子商务,"['上海-闵行区', '3-4年经验', '本科', '招若干人']"
大数据开发工程师,1.2-2万/月,民营公司,500-1000人,互联网/电子商务,"['重庆-渝北区', '5-7年经验', '大专', '招1人']"
大数据开发工程师(宜昌),0.6-1万/月,国企,150-500人,计算机服务(系统、数据服务、维修),"['宜昌', '2年经验', '本科', '招1人']"
大数据开发工程师（东方龙）,2.5-3.5万/月,国企,1000-5000人,影视/媒体/艺术/文化传播,"['上海-徐汇区', '3-4年经验', '本科', '招1人']"
大数据研发工程师,1.5-2.5万/月,民营公司,1000-5000人,金融/投资/证券,"['上海-浦东新区', '2年经验', '本科', '招若干人']"
图像算法工程师-大数据项目部-产品线,1.8-3万/月,民营公司,1000-5000人,医疗/护理/卫生,"['广州-白云区', '2年经验', '本科', '招2人']"
高级大数据开发,2-3.5万/月,民营公司,50-150人,教育/培训/院校,"['深圳-南山区', '5-7年经验', '大专', '招1人']"
大数据开发工程师（2021）,2-2.5万/月,民营公司,1000-5000人,互联网/电子商务,"['深圳-南山区', '3-4年经验', '本科', '招1人']"
大数据架构师,1.5-3万/月,民营公司,50-150人,计算机软件,"['异地招聘', '5-7年经验', '本科', '招1人']"
大数据开发工程师,2-3万/月,上市公司,1000-5000人,互联网/电子商务,"['上海-长宁区', '5-7年经验', '本科', '招若干人']"
VCU 大数据架构及集成工程师,,民营公司,1000-5000人,新能源,"['上海', '3-4年经验', '本科', '招1人']"
大数据开发工程师（广州）,1.5-2.5万/月,上市公司,1000-5000人,计算机软件,"['广州', '3-4年经验', '本科', '招若干人']"
大数据算法工程师,2.5-4万/月,合资,150-500人,专业服务(咨询、人力资源、财会),"['上海-徐汇区', '3-4年经验', '硕士', '招1人']"
大数据开发工程师,1-1.5万/月,民营公司,500-1000人,计算机软件,"['异地招聘', '2年经验', '大专', '招1人']"
大数据开发工程师,1-1.1万/月,民营公司,50-150人,计算机软件,"['南昌', '3-4年经验', '本科', '招1人']"
大数据工程师,6-8千/月,外资（非欧美）,10000人以上,电子技术/半导体/集成电路,"['深圳-龙华区', '1年经验', '本科', '招2人']"
大数据软件架构师（上海）,2.5-3万/月,合资,50-150人,计算机软件,"['上海', '3-4年经验', '本科', '招1人']"
大数据开发工程师,1.5-2万/月,合资,150-500人,计算机软件,"['上海-长宁区', '招若干人']"
大数据开发工程师,6-8千/月,民营公司,50-150人,计算机软件,"['成都-高新区', '无需经验', '招1人']"
高级大数据开发工程师,2-4万/月,民营公司,10000人以上,通信/电信/网络设备,"['深圳-南山区', '3-4年经验', '本科', '招若干人']"
