title,provide_salary,company_type,company_size,company_ind,attribute
商品数据分析主管,0.6-1万/月,民营公司,150-500人,服装/纺织/皮革,"['惠州', '3-4年经验', '大专', '招若干人']"
人力资源专员,6-8千/月,上市公司,1000-5000人,石油/化工/矿产/地质,"['常州-武进区', '2年经验', '大专', '招若干人']"
智能家居技术总监,2-2.5万/月,民营公司,少于50人,计算机软件,"['上海-奉贤区', '3-4年经验', '本科', '招1人']"
行业销售工程师,15-30万/年,民营公司,少于50人,电子技术/半导体/集成电路,"['苏州-姑苏区', '1年经验', '大专', '招10人']"
产品经理（金融APP软件）,2.5-3万/月,外资（非欧美）,150-500人,计算机软件,"['上海-浦东新区', '3-4年经验', '本科', '招1人']"
智能化运维工程师（驻平顶山）,6-8千/月,上市公司,150-500人,建筑/建材/工程,"['异地招聘', '3-4年经验', '大专', '招2人']"
销售经理,2-2.5万/月,民营公司,50-150人,计算机软件,"['广州-海珠区', '2年经验', '大专', '招若干人']"
销售经理（基因数据分析）,1-1.5万/月,创业公司,少于50人,计算机软件,"['上海-杨浦区', '3-4年经验', '本科', '招2人']"
数据库服务工程师,6-8千/月,民营公司,150-500人,建筑/建材/工程,"['昆明', '1年经验', '本科', '招1人']"
电力、新能源行业销售经理,10-30万/年,民营公司,少于50人,新能源,"['北京-朝阳区', '3-4年经验', '大专', '招5人']"
房地产销售专员/经理/商圈经理,1-1.5万/月,民营公司,10000人以上,房地产,"['武汉-青山区', '无需经验', '大专', '招2人']"
银行正编,0.4-1万/月,民营公司,50-150人,专业服务(咨询、人力资源、财会),"['成都-高新区', '无需经验', '大专', '招8人']"
电话销售,1-2万/月,民营公司,少于50人,美容/保健,"['广州-天河区', '1年经验', '高中', '招若干人']"
解决方案顾问（智慧城市）,1-1.5万/月,民营公司,50-150人,通信/电信运营、增值服务,"['淮安-清江浦区', '3-4年经验', '本科', '招1人']"
电池数据分析师,0.7-1万/月,民营公司,50-150人,新能源,"['合肥', '1年经验', '本科', '招1人']"
大客户经理,1-2万/月,民营公司,50-150人,通信/电信/网络设备,"['杭州', '3-4年经验', '本科', '招若干人']"
华南政务销售总监,3-4万/月,民营公司,500-1000人,互联网/电子商务,"['广州-天河区', '10年以上经验', '大专', '招1人']"
AI架构师,2-3万/月,民营公司,少于50人,电子技术/半导体/集成电路,"['深圳-南山区', '3-4年经验', '本科', '招若干人']"
数据架构师,3-5万/月,民营公司,50-150人,批发/零售,"['上海-青浦区', '8-9年经验', '本科', '招2人']"
数据仓库工程师,1-1.5万/月,民营公司,50-150人,计算机软件,"['西安-雁塔区', '3-4年经验', '大专', '招8人']"
游戏销售,0.5-1万/月,民营公司,150-500人,网络游戏,"['异地招聘', '1年经验', '大专', '招1人']"
算法工程师,2-2.5万/月,合资,150-500人,互联网/电子商务,"['南京', '3-4年经验', '本科', '招1人']"
IT售前工程师,1-1.5万/月,民营公司,50-150人,建筑/建材/工程,"['上海-普陀区', '1年经验', '本科', '招1人']"
销售工程师（冷库门行业）,4.5-6千/月,民营公司,50-150人,农/林/牧/渔,"['广州-番禺区', '1年经验', '大专', '招2人']"
产教融合数据院副院长,3-4万/月,合资,150-500人,计算机软件,"['上海-杨浦区', '5-7年经验', '硕士', '招1人']"
车型数据专员,6-9千/月,外资（欧美）,50-150人,汽车,"['上海-静安区', '1年经验', '本科', '招1人']"
算法工程师,2-2.5万/月,民营公司,50-150人,通信/电信运营、增值服务,"['上海-松江区', '5-7年经验', '本科', '招若干人']"
高薪销售代表,0.8-1.5万/月,民营公司,少于50人,互联网/电子商务,"['南昌', '无需经验', '大专', '招5人']"
渠道经理,1-2万/月,民营公司,少于50人,互联网/电子商务,"['武汉-江汉区', '3-4年经验', '大专', '招1人']"
采购数据分析师,0.6-1.1万/月,民营公司,1000-5000人,原材料和加工,"['异地招聘', '3-4年经验', '大专', '招1人']"
贝壳找房招置业顾问/房产销售,4.5-6千/月,民营公司,10000人以上,房地产,"['沈阳-铁西区', '无需经验', '大专', '招6人']"
商务拓展经理,1-1.8万/月,民营公司,50-150人,计算机软件,"['惠州', '3-4年经验', '本科', '招若干人']"
销售,4-6千/月,国企,5000-10000人,多元化业务集团公司,"['哈尔滨-松北区', '2年经验', '招2人']"
CRM/社群运营专员,0.6-1万/月,民营公司,50-150人,批发/零售,"['杭州-余杭区', '1年经验', '大专', '招1人']"
数据处理工程师,1.2-1.8万/月,民营公司,少于50人,计算机软件,"['深圳-南山区', '无需经验', '本科', '招2人']"
ERP实施服务顾问,6-10万/年,民营公司,50-150人,计算机软件,"['成都-成华区', '1年经验', '本科', '招10人']"
5500底薪/客户代表/就近安排,6-8千/月,民营公司,少于50人,房地产,"['苏州', '无需经验', '本科', '招5人']"
可口可乐客服专员,3-4千/月,合资,1000-5000人,快速消费品(食品、饮料、化妆品),"['青岛', '1年经验', '大专', '招1人']"
产品经理,0.8-1万/月,国企,500-1000人,计算机软件,"['成都', '2年经验', '本科', '招1人']"
呼叫中心运营组长,0.8-1.2万/月,民营公司,1000-5000人,外包服务,"['昆山', '3-4年经验', '大专', '招1人']"
数据分析师,6-8千/月,民营公司,50-150人,家具/家电/玩具/礼品,"['成都-崇州市', '1年经验', '大专', '招1人']"
教育平台产品经理（年薪35万）,30-40万/年,民营公司,50-150人,电子技术/半导体/集成电路,"['深圳', '5-7年经验', '本科', '招1人']"
外卖运营专员,5-6千/月,上市公司,1000-5000人,快速消费品(食品、饮料、化妆品),"['杭州-拱墅区', '1年经验', '大专', '招1人']"
数仓工程师,1.2-1.6万/月,民营公司,500-1000人,交通/运输/物流,"['上海-青浦区', '3-4年经验', '大专', '招若干人']"
数据工程师,1-2万/月,民营公司,500-1000人,互联网/电子商务,"['深圳-福田区', '3-4年经验', '本科', '招1人']"
运营主管,6-8千/月,合资,150-500人,电子技术/半导体/集成电路,"['苏州-高新区', '2年经验', '大专', '招1人']"
售中交付经理,0.7-1.3万/月,国企,150-500人,通信/电信/网络设备,"['重庆', '5-7年经验', '本科', '招7人']"
区块链项目经理（开发兼运营）,1-2.5万/月,民营公司,50-150人,互联网/电子商务,"['广州-黄埔区', '3-4年经验', '大专', '招若干人']"
高级商务经理,1-1.5万/月,民营公司,少于50人,影视/媒体/艺术/文化传播,"['成都-锦江区', '5-7年经验', '本科', '招5人']"
课题研究助理,4-8万/年,民营公司,少于50人,教育/培训/院校,"['重庆-渝北区', '1年经验', '本科', '招1人']"
市场专员,0.7-1.2万/月,民营公司,50-150人,批发/零售,"['深圳-宝安区', '1年经验', '本科', '招1人']"
资深运维工程师,1.2-2万/月,国企,500-1000人,计算机服务(系统、数据服务、维修),"['苏州', '3-4年经验', '本科', '招1人']"
医疗解决方案产品经理需求,1.5-2万/月,民营公司,500-1000人,医疗设备/器械,"['深圳', '5-7年经验', '本科', '招若干人']"
售前经理,6-8千/月,民营公司,少于50人,计算机软件,"['南昌-青山湖区', '1年经验', '大专', '招2人']"
新媒体运营专员,4-8千/月,民营公司,150-500人,网络游戏,"['广州', '1年经验', '大专', '招若干人']"
系统集成项目经理,0.8-1.2万/月,民营公司,50-150人,计算机软件,"['南昌-西湖区', '1年经验', '本科', '招2人']"
跨境电商运营,3-5千/月,民营公司,50-150人,互联网/电子商务,"['南昌-红谷滩新区', '无需经验', '大专', '招5人']"
产品经理,1.5-3.5万/月,民营公司,150-500人,电子技术/半导体/集成电路,"['贵阳-南明区', '3-4年经验', '本科', '招1人']"
亚马逊运营专员,4-7千/月,国企,500-1000人,贸易/进出口,"['南京', '1年经验', '本科', '招2人']"
项目经理,1-1.3万/月,民营公司,150-500人,计算机服务(系统、数据服务、维修),"['广州-黄埔区', '3-4年经验', '本科', '招1人']"
金融外汇数据分析,1-1.5万/月,民营公司,500-1000人,金融/投资/证券,"['北京-朝阳区', '1年经验', '大专', '招若干人']"
销售顾问（社保+房补）,0.6-1.2万/月,民营公司,50-150人,互联网/电子商务,"['武汉-洪山区', '1年经验', '中专', '招10人']"
运营数据专员,6-8千/月,民营公司,1000-5000人,服装/纺织/皮革,"['广州', '1年经验', '大专', '招1人']"
销售顾问,1-1.5万/月,民营公司,少于50人,家具/家电/玩具/礼品,"['宁波-鄞州区', '2年经验', '大专', '招5人']"
电商推广经理,2.5-3万/月,外资（非欧美）,150-500人,互联网/电子商务,"['上海-黄浦区', '5-7年经验', '大专', '招1人']"
人力资源专员,5-7千/月,民营公司,1000-5000人,建筑/建材/工程,"['武汉-青山区', '1年经验', '本科', '招1人']"
数据报表架构师,2-2.5万/月,外资（欧美）,500-1000人,计算机软件,"['北京-朝阳区', '5-7年经验', '大专', '招1人']"
贝壳找房 诚聘新房/二手房销售顾问,10-15万/年,民营公司,少于50人,房地产,"['昆明-盘龙区', '1年经验', '中专', '招20人']"
数仓工程师,1.5-2万/月,民营公司,5000-10000人,餐饮业,"['南京-鼓楼区', '5-7年经验', '大专', '招1人']"
售前工程师,1.2-1.5万/月,民营公司,少于50人,专业服务(咨询、人力资源、财会),"['上海-浦东新区', '3-4年经验', '本科', '招1人']"
数据分析师（桥头地铁B出口）,4-8千/月,民营公司,50-150人,计算机软件,"['深圳-宝安区', '1年经验', '大专', '招2人']"
资深培训专员,6-8千/月,上市公司,1000-5000人,建筑/建材/工程,"['苏州-吴江区', '1年经验', '大专', '招1人']"
售前工程师,0.8-1.2万/月,国企,50-150人,计算机软件,"['合肥-滨湖新区', '3-4年经验', '本科', '招2人']"
数据库工程师,1.2-2万/月,民营公司,150-500人,计算机软件,"['深圳-南山区', '3-4年经验', '本科', '招1人']"
电商数据银行分析师/数据银行,1-1.5万/月,民营公司,50-150人,互联网/电子商务,"['上海-黄浦区', '1年经验', '大专', '招1人']"
解决方案工程师（未来社区）,1-1.5万/月,国企,1000-5000人,多元化业务集团公司,"['杭州-临安区', '2年经验', '本科', '招1人']"
贝壳营销管培生+底薪5K,0.8-1万/月,民营公司,10000人以上,房地产,"['合肥-包河区', '无需经验', '大专', '招3人']"
数据工程师,1.2-2万/月,民营公司,150-500人,贸易/进出口,"['上海-闵行区', '3-4年经验', '本科', '招若干人']"
数据处理,4.5-6千/月,外资（欧美）,少于50人,计算机软件,"['大连-西岗区', '1年经验', '大专', '招5人']"
商务BD,0.6-1.8万/月,民营公司,少于50人,公关/市场推广/会展,"['杭州-富阳区', '3-4年经验', '大专', '招2人']"
计划运营经理/副总监,30-40万/年,民营公司,50-150人,房地产,"['上海', '10年以上经验', '本科', '招1人']"
融资顾问,20-30万/年,民营公司,50-150人,中介服务,"['合肥-包河区', '无需经验', '高中', '招20人']"
博士后工作站博士生,30-60万/年,民营公司,50-150人,计算机软件,"['宁波-江北区', '无需经验', '博士', '招5人']"
数据分析文员,4.5-6千/月,民营公司,50-150人,专业服务(咨询、人力资源、财会),"['南京-鼓楼区', '无需经验', '大专', '招2人']"
咨询顾问,1-1.8万/月,民营公司,50-150人,计算机软件,"['无锡-无锡新区', '1年经验', '本科', '招1人']"
行销策划岗+周末双休,6-8千/月,民营公司,10000人以上,互联网/电子商务,"['重庆-江北区', '1年经验', '本科', '招2人']"
商业分析师/行业分析师,1-2万/月,民营公司,500-1000人,家居/室内设计/装潢,"['深圳-南山区', '2年经验', '本科', '招2人']"
网销顾问+底薪5K+入职六险一金+带薪休假,6.5-9.5千/月,合资,5000-10000人,保险,"['武汉-洪山区', '无需经验', '大专', '招8人']"
招商总监,1.8-2.2万/月,合资,150-500人,房地产,"['上海-杨浦区', '5-7年经验', '大专', '招1人']"
IT系统应用经理,2-2.5万/月,外资（非欧美）,10000人以上,餐饮业,"['上海-闵行区', '5-7年经验', '本科', '招1人']"
数字化营销副总监,3-4万/月,外资（非欧美）,10000人以上,餐饮业,"['上海-闵行区', '5-7年经验', '本科', '招1人']"
销售专员/市场推广专员,1-1.5万/月,民营公司,500-1000人,交通/运输/物流,"['上海-闵行区', '2年经验', '大专', '招1人']"
人事主管,0.8-1万/月,外资（非欧美）,50-150人,计算机软件,"['杭州-萧山区', '5-7年经验', '本科', '招1人']"
链家总部直招--房产销售代表,5-8千/月,民营公司,10000人以上,房地产,"['沈阳-皇姑区', '无需经验', '本科', '招8人']"
软件产品经理（医疗行业）,1.2-2.4万/月,民营公司,50-150人,医疗设备/器械,"['杭州-滨江区', '3-4年经验', '本科', '招1人']"
数据开发工程师,1-1.5万/月,民营公司,500-1000人,计算机软件,"['杭州-西湖区', '3-4年经验', '本科', '招1人']"
人事专员,0.7-1万/月,民营公司,150-500人,制药/生物工程,"['杭州', '3-4年经验', '本科', '招1人']"
算法工程师,1.5-2.8万/月,民营公司,500-1000人,互联网/电子商务,"['上海-浦东新区', '2年经验', '本科', '招2人']"
营销数据分析师,1.2-2万/月,民营公司,10000人以上,互联网/电子商务,"['上海-长宁区', '3-4年经验', '本科', '招1人']"
高薪招抖音短视频运营/制作/编辑,6-8千/月,民营公司,50-150人,计算机软件,"['长沙-岳麓区', '3-4年经验', '大专', '招1人']"
销售代表（底薪4K+社保TOB）,0.6-1.5万/月,民营公司,少于50人,计算机软件,"['衢州', '无需经验', '大专', '招若干人']"
Web后端及服务器开发工程师,1-1.5万/月,民营公司,150-500人,电子技术/半导体/集成电路,"['上海-松江区', '3-4年经验', '本科', '招1人']"
总经理助理,18-30万/年,民营公司,1000-5000人,交通/运输/物流,"['广州-花都区', '5-7年经验', '大专', '招若干人']"
数据分析师,1-1.5万/月,民营公司,150-500人,计算机软件,"['上海-宝山区', '2年经验', '本科', '招1人']"
数据分析/统计专员（双休）8000-10000,0.8-1万/月,民营公司,少于50人,金融/投资/证券,"['西安', '无需经验', '本科', '招3人']"
咨询顾问,0.6-1.2万/月,民营公司,150-500人,计算机软件,"['异地招聘', '3-4年经验', '大专', '招6人']"
北京链家招聘房产经纪人，底薪6000-10000,1-1.5万/月,民营公司,,房地产,"['北京-海淀区', '无需经验', '本科', '招10人']"
运营经理,2-3万/月,民营公司,150-500人,酒店/旅游,"['上海-浦东新区', '5-7年经验', '大专', '招1人']"
滨湖贷款专员—高提成—均薪8000+（朝九晚七不加班）,0.8-1.2万/月,民营公司,150-500人,教育/培训/院校,"['合肥-滨湖新区', '无需经验', '招15人']"
智慧建筑研发开发工程师,1-2万/月,上市公司,150-500人,建筑/建材/工程,"['上海-长宁区', '3-4年经验', '本科', '招若干人']"
挑战高薪工作月入过万,0.8-1万/月,民营公司,10000人以上,房地产,"['成都-成华区', '无需经验', '招若干人']"
B2B平台运营,0.8-1万/月,民营公司,150-500人,家具/家电/玩具/礼品,"['宁波-奉化区', '3-4年经验', '大专', '招2人']"
高级解决方案顾问-工业互联网,2-3万/月,民营公司,,通信/电信/网络设备,"['北京-朝阳区', '5-7年经验', '本科', '招1人']"
数据产品经理 (MJ000115),0.8-1万/月,国企,500-1000人,互联网/电子商务,"['北京-海淀区', '无需经验', '本科', '招1人']"
达人运营总监（直播示范中心）,1.5-2万/月,民营公司,150-500人,互联网/电子商务,"['杭州-余杭区', '1年经验', '大专', '招1人']"
医药数据分析师（重庆）,0.6-1万/月,民营公司,50-150人,检测，认证,"['异地招聘', '3-4年经验', '本科', '招若干人']"
青少财商老师（交子星球青少财商）,1-1.5万/月,民营公司,,计算机软件,"['成都-武侯区', '1年经验', '本科', '招3人']"
行业应用咨询设计师,1-1.5万/月,国企,1000-5000人,通信/电信运营、增值服务,"['福州-鼓楼区', '2年经验', '本科', '招若干人']"
IT编辑,0.6-1.1万/月,民营公司,50-150人,互联网/电子商务,"['武汉', '3-4年经验', '本科', '招1人']"
数字营销经理,1-1.5万/月,民营公司,少于50人,计算机软件,"['深圳-福田区', '3-4年经验', '本科', '招若干人']"
解决方案经理（数字孪生城市）,2-3万/月,民营公司,1000-5000人,通信/电信/网络设备,"['上海-静安区', '5-7年经验', '本科', '招1人']"
运营助理,4.2-8千/月,民营公司,150-500人,快速消费品(食品、饮料、化妆品),"['成都-锦江区', '无需经验', '大专', '招5人']"
Web前端中级开发工程师,1.2-1.5万/月,民营公司,50-150人,计算机软件,"['苏州-工业园区', '3-4年经验', '大专', '招1人']"
跨境电商产品开发专员（高提成）,0.8-1.5万/月,民营公司,少于50人,汽车,"['广州-白云区', '1年经验', '大专', '招2人']"
市场专员（汽车后市场）,,外资（欧美）,500-1000人,汽车,"['苏州-工业园区', '5-7年经验', '本科', '招1人']"
生鲜销售经理（顺义））,0.6-1万/月,国企,500-1000人,快速消费品(食品、饮料、化妆品),"['北京', '3-4年经验', '大专', '招1人']"
媒体分析师,1-2万/月,民营公司,500-1000人,金融/投资/证券,"['上海-浦东新区', '3-4年经验', '本科', '招2人']"
数据挖掘及分析师,0.5-1万/月,民营公司,少于50人,计算机软件,"['嘉兴', '1年经验', '大专', '招1人']"
公安行业技术顾问,1.5-2万/月,民营公司,少于50人,计算机软件,"['杭州-滨江区', '3-4年经验', '本科', '招5人']"
销售,6-8千/月,创业公司,少于50人,贸易/进出口,"['深圳-宝安区', '2年经验', '本科', '招2人']"
高级数据库管理员 (MJ000890),1-1.5万/月,民营公司,1000-5000人,制药/生物工程,"['南京-栖霞区', '5-7年经验', '本科', '招1人']"
研发总监,2-2.5万/月,上市公司,150-500人,计算机服务(系统、数据服务、维修),"['宁波-江北区', '10年以上经验', '大专', '招1人']"
数据开发工程师,0.6-1万/月,民营公司,50-150人,汽车,"['无锡-无锡新区', '1年经验', '大专', '招1人']"
时尚趋势研究员,0.6-1万/月,外资（非欧美）,1000-5000人,服装/纺织/皮革,"['上海-闵行区', '2年经验', '本科', '招1人']"
Linux系统运维工程师,1-2万/月,合资,少于50人,互联网/电子商务,"['武汉', '3-4年经验', '招若干人']"
地推经理，小店规划师，销售经理,2.5-3万/月,民营公司,150-500人,计算机软件,"['泰州', '无需经验', '招若干人']"
高级计划专员,0.6-1.2万/月,上市公司,150-500人,互联网/电子商务,"['上海-奉贤区', '3-4年经验', '大专', '招1人']"
IT项目经理,2-3万/月,民营公司,50-150人,计算机软件,"['上海-浦东新区', '10年以上经验', '本科', '招1人']"
高级数据挖掘分析师,0.8-1.2万/月,民营公司,50-150人,电气/电力/水利,"['异地招聘', '1年经验', '本科', '招1人']"
信息技术经理（双休，松元厦地铁站）,1.5-2万/月,民营公司,150-500人,批发/零售,"['深圳-龙华区', '3-4年经验', '大专', '招1人']"
智能工厂数据分析师,1.5-2.5万/月,民营公司,少于50人,计算机服务(系统、数据服务、维修),"['广州', '2年经验', '本科', '招若干人']"
售前工程师,0.8-1.4万/月,民营公司,少于50人,计算机软件,"['杭州-西湖区', '3-4年经验', '本科', '招2人']"
运营总监,0.8-1万/月,民营公司,少于50人,计算机软件,"['南昌-西湖区', '5-7年经验', '本科', '招1人']"
天猫运营专员,1.5-2万/月,外资（非欧美）,少于50人,制药/生物工程,"['北京-丰台区', '3-4年经验', '本科', '招1人']"
数据产品经理（数据方向）,1.5-2.5万/月,民营公司,1000-5000人,电子技术/半导体/集成电路,"['深圳-宝安区', '5-7年经验', '本科', '招1人']"
高级ETL开发工程师,1.5-2.5万/月,民营公司,150-500人,计算机软件,"['上海-杨浦区', '3-4年经验', '大专', '招若干人']"
成本经理（遵义）,1.5-2万/月,民营公司,1000-5000人,房地产,"['遵义', '5-7年经验', '大专', '招1人']"
解决方案经理/专家,1-2万/月,民营公司,50-150人,互联网/电子商务,"['上海-黄浦区', '3-4年经验', '本科', '招若干人']"
销售经理-保山,0.8-1万/月,民营公司,50-150人,计算机软件,"['保山', '3-4年经验', '大专', '招1人']"
新媒体运营专员,6-8千/月,民营公司,50-150人,环保,"['天津', '1年经验', '大专', '招1人']"
华南区CRM主任,1-1.5万/月,民营公司,1000-5000人,服装/纺织/皮革,"['广州-天河区', '3-4年经验', '本科', '招1人']"
前端开发工程师,1.5-2.5万/月,民营公司,50-150人,计算机软件,"['上海-徐汇区', '3-4年经验', '本科', '招若干人']"
天猫高级数据分析师,1.5-1.8万/月,民营公司,150-500人,互联网/电子商务,"['上海', '3-4年经验', '本科', '招1人']"
ETL开发工程师（双休）,1.4-2.6万/月,民营公司,1000-5000人,计算机软件,"['深圳-福田区', '3-4年经验', '本科', '招3人']"
医学经理(公卫相关专业）,0.6-1.5万/月,民营公司,50-150人,计算机软件,"['郑州', '1年经验', '本科', '招若干人']"
产品经理（软件）,1.5-2万/月,民营公司,50-150人,仪器仪表/工业自动化,"['杭州-江干区', '5-7年经验', '本科', '招1人']"
医学专员,0.8-1.5万/月,民营公司,少于50人,计算机软件,"['上海-静安区', '1年经验', '本科', '招2人']"
合同制计算机专业人才,0.8-1万/月,合资,,银行,"['海宁', '无需经验', '本科', '招3人']"
平安银行平安普惠,6-8千/月,民营公司,10000人以上,保险,"['成都-龙泉驿区', '无需经验', '大专', '招若干人']"
电商运营（五险+高奖励提成+补贴）,4.5-8千/月,民营公司,50-150人,汽车,"['异地招聘', '2年经验', '大专', '招1人']"
数据分析师,0.8-1万/月,上市公司,1000-5000人,互联网/电子商务,"['宁波-鄞州区', '无需经验', '本科', '招5人']"
项目经理,1.5-3万/月,民营公司,150-500人,电子技术/半导体/集成电路,"['成都-双流区', '1年经验', '本科', '招1人']"
急招高新销薪销售顾问XU,1-1.5万/月,民营公司,150-500人,教育/培训/院校,"['深圳-龙岗区', '1年经验', '大专', '招15人']"
高级售前方案顾问(医卫行业)-21128G01402,1.5-2.5万/月,民营公司,500-1000人,计算机软件,"['北京-朝阳区', '10年以上经验', '大专', '招1人']"
算法工程师,40-100万/年,合资,150-500人,电子技术/半导体/集成电路,"['上海-浦东新区', '3-4年经验', '本科', '招若干人']"
IDC运维-基础设施,0.7-1.2万/月,民营公司,1000-5000人,互联网/电子商务,"['河源', '1年经验', '大专', '招3人']"
资深销售工程师（通讯）,20-30万/年,外资（非欧美）,500-1000人,通信/电信/网络设备,"['异地招聘', '3-4年经验', '本科', '招2人']"
技术总监,20-30万/年,民营公司,少于50人,航天/航空,"['昆明', '10年以上经验', '硕士', '招1人']"
AI商业分析师,1.5-3万/月,外资（欧美）,150-500人,计算机软件,"['上海-浦东新区', '5-7年经验', '本科', '招若干人']"
研发助理工程师,6-8千/月,民营公司,1000-5000人,电气/电力/水利,"['南京-栖霞区', '无需经验', '硕士', '招2人']"
物业运营主管,0.8-1.6万/月,民营公司,1000-5000人,房地产,"['广州-天河区', '3-4年经验', '本科', '招1人']"
数据管理工程师,0.4-1.2万/月,民营公司,500-1000人,机械/设备/重工,"['长沙-岳麓区', '2年经验', '大专', '招1人']"
广发可转正编意向客户岗/月薪8k,0.6-1万/月,合资,1000-5000人,外包服务,"['成都-高新区', '无需经验', '中专', '招30人']"
抖音快手运营,0.8-1.5万/月,民营公司,50-150人,快速消费品(食品、饮料、化妆品),"['苏州-工业园区', '2年经验', '大专', '招1人']"
数据分析经理,1.5-2万/月,合资,150-500人,互联网/电子商务,"['上海', '2年经验', '大专', '招1人']"
BI工程师,1.2-2万/月,民营公司,150-500人,计算机软件,"['南京-建邺区', '3-4年经验', '本科', '招2人']"
BD专员,6-8千/月,民营公司,5000-10000人,互联网/电子商务,"['东莞-虎门镇', '1年经验', '高中', '招3人']"
售前经理,1.2-2万/月,民营公司,150-500人,计算机软件,"['上海-宝山区', '5-7年经验', '本科', '招1人']"
成都办事处经理,0.8-1万/月,国企,500-1000人,服装/纺织/皮革,"['成都-锦江区', '3-4年经验', '大专', '招若干人']"
运维工程师,1.2-2万/月,民营公司,150-500人,计算机软件,"['深圳-龙华区', '5-7年经验', '本科', '招1人']"
区域经理（高校计算机专业信息化建设）,1-1.5万/月,上市公司,10000人以上,教育/培训/院校,"['西安-碑林区', '5-7年经验', '本科', '招1人']"
产品主管（急聘，高薪，发展空调大）,0.6-1.2万/月,民营公司,50-150人,电子技术/半导体/集成电路,"['广州-增城区', '5-7年经验', '大专', '招1人']"
电力系统工程师（电力）,,民营公司,150-500人,电子技术/半导体/集成电路,"['上海-徐汇区', '3-4年经验', '本科', '招2人']"
资深DBA数据库管理员 美资公司 可在家办公 全国招聘,2-2.5万/月,外资（欧美）,150-500人,计算机软件,"['杭州', '8-9年经验', '本科', '招1人']"
技术经理,1-2万/月,上市公司,150-500人,计算机服务(系统、数据服务、维修),"['深圳-南山区', '5-7年经验', '本科', '招1人']"
财务经理,1-1.5万/月,民营公司,50-150人,金融/投资/证券,"['北京-东城区', '5-7年经验', '本科', '招1人']"
运维工程师,0.9-1.1万/月,民营公司,少于50人,电子技术/半导体/集成电路,"['西安-碑林区', '2年经验', '本科', '招2人']"
销售专员,0.4-1.2万/月,外资（欧美）,50-150人,计算机软件,"['深圳-宝安区', '无需经验', '招5人']"
销售工程师-存储,1-1.5万/月,民营公司,150-500人,计算机软件,"['西安-西咸新区', '3-4年经验', '本科', '招若干人']"
VOD曲库新歌审核（劳务）,260元/天,非营利组织,50-150人,非营利组织,"['北京-朝阳区', '无需经验', '大专', '招若干人']"
上市公司旗下门店销售骨干,1-3万/月,民营公司,50-150人,房地产,"['成都-天府新区', '无需经验', '招若干人']"
品牌事业群总经理/合伙人,3-4万/月,上市公司,150-500人,广告,"['广州-番禺区', '5-7年经验', '本科', '招若干人']"
数据分析（美妆商品）,0.8-1.2万/月,民营公司,150-500人,快速消费品(食品、饮料、化妆品),"['广州-天河区', '3-4年经验', '大专', '招1人']"
售前经理,2.5-3万/月,民营公司,150-500人,建筑/建材/工程,"['深圳', '3-4年经验', '大专', '招1人']"
UI设计师,6-8千/月,上市公司,500-1000人,电气/电力/水利,"['成都-双流区', '3-4年经验', '本科', '招1人']"
平安贷款专员,2-2.5万/月,合资,10000人以上,金融/投资/证券,"['杭州-江干区', '1年经验', '大专', '招3人']"
信息流广告优化师,1.2-2.2万/月,民营公司,50-150人,互联网/电子商务,"['上海-徐汇区', '1年经验', '大专', '招1人']"
数据分析专员,0.3-1万/月,民营公司,50-150人,计算机软件,"['成都-双流区', '无需经验', '本科', '招3人']"
天猫运营专员,0.8-1万/月,民营公司,50-150人,贸易/进出口,"['深圳-龙岗区', '2年经验', '大专', '招2人']"
游戏美工,1.5-2万/月,民营公司,150-500人,计算机软件,"['深圳-南山区', '5-7年经验', '本科', '招1人']"
数据分析师/朝九晚六/双休,4-8千/月,民营公司,少于50人,电子技术/半导体/集成电路,"['成都-新都区', '无需经验', '大专', '招若干人']"
销售经理,6-8千/月,民营公司,少于50人,通信/电信运营、增值服务,"['成都-成华区', '1年经验', '大专', '招1人']"
海外技术工程师,1.5-2万/月,民营公司,150-500人,通信/电信运营、增值服务,"['深圳-南山区', '2年经验', '本科', '招1人']"
数据分析员,5.5-7.5千/月,合资,150-500人,石油/化工/矿产/地质,"['佛山-三水区', '3-4年经验', '大专', '招1人']"
投资总监,1.5-3.5万/月,上市公司,500-1000人,计算机硬件,"['深圳-福田区', '5-7年经验', '本科', '招1人']"
财务分析师,0.8-1.3万/月,民营公司,150-500人,医疗设备/器械,"['深圳-宝安区', '3-4年经验', '本科', '招1人']"
项目经理,0.8-1.2万/月,民营公司,150-500人,互联网/电子商务,"['广州', '3-4年经验', '本科', '招1人']"
数据分析师/周末双休,3-7千/月,民营公司,少于50人,贸易/进出口,"['成都', '无需经验', '大专', '招若干人']"
UI设计师,1.5-2万/月,民营公司,500-1000人,计算机软件,"['南宁', '3-4年经验', '本科', '招2人']"
退伍军人优先包住8k起+房产经纪人,0.8-1万/月,外资（欧美）,1000-5000人,计算机软件,"['上海-黄浦区', '无需经验', '大专', '招8人']"
机器学习/爬虫数据8k起包住,0.8-1万/月,民营公司,150-500人,互联网/电子商务,"['深圳-宝安区', '1年经验', '大专', '招2人']"
高级前端开发工程师,1.5-2.5万/月,民营公司,150-500人,计算机软件,"['广州-海珠区', '8-9年经验', '本科', '招3人']"
人力资源专员(招聘方向）,0.6-1万/月,民营公司,50-150人,计算机软件,"['广州-天河区', '2年经验', '本科', '招1人']"
